size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
1048576,262144,float,sum,-1,259.2,4.05,7.08,0,254.9,4.11,7.20,0
2097152,524288,float,sum,-1,134.9,15.54,27.20,0,136.1,15.41,26.97,0
4194304,1048576,float,sum,-1,224.7,18.67,32.67,0,211.5,19.83,34.70,0
8388608,2097152,float,sum,-1,327.2,25.63,44.86,0,334.4,25.08,43.90,0
16777216,4194304,float,sum,-1,552.2,30.38,53.17,0,556.2,30.17,52.79,0
33554432,8388608,float,sum,-1,879.6,38.15,66.76,0,858.3,39.09,68.41,0
67108864,16777216,float,sum,-1,1520.7,44.13,77.23,0,1425.7,47.07,82.37,0
134217728,33554432,float,sum,-1,2347.3,57.18,100.06,0,2365.0,56.75,99.31,0
268435456,67108864,float,sum,-1,3756.9,71.45,125.04,0,3763.6,71.32,124.82,0
536870912,134217728,float,sum,-1,6669.4,80.50,140.87,0,6674.7,80.43,140.76,0
1073741824,268435456,float,sum,-1,12455,86.21,150.86,0,12457,86.20,150.85,0
2147483648,536870912,float,sum,-1,24070,89.22,156.13,0,24099,89.11,155.94,0
4294967296,1073741824,float,sum,-1,47227,90.94,159.15,0,47289,90.82,158.94,0
8,2,float,sum,-1,16.21,0.00,0.00,0,15.19,0.00,0.00,0
16,4,float,sum,-1,15.14,0.00,0.00,0,15.33,0.00,0.00,0
32,8,float,sum,-1,15.11,0.00,0.00,0,15.24,0.00,0.00,0
64,16,float,sum,-1,16.81,0.00,0.01,0,16.59,0.00,0.01,0
128,32,float,sum,-1,25.60,0.01,0.01,0,25.12,0.01,0.01,0
256,64,float,sum,-1,25.83,0.01,0.02,0,25.39,0.01,0.02,0
512,128,float,sum,-1,26.15,0.02,0.03,0,25.99,0.02,0.03,0
1024,256,float,sum,-1,27.10,0.04,0.07,0,26.63,0.04,0.07,0
2048,512,float,sum,-1,27.96,0.07,0.13,0,28.05,0.07,0.13,0
4096,1024,float,sum,-1,30.45,0.13,0.24,0,29.86,0.14,0.24,0
8192,2048,float,sum,-1,31.01,0.26,0.46,0,30.83,0.27,0.47,0
16384,4096,float,sum,-1,31.63,0.52,0.91,0,30.81,0.53,0.93,0
